ObjectID,GlobalID,CreationDate,Creator,EditDate,Editor,Site ID,Other - Site ID,Date,Observer Type,Observer Name,Other - Observer Name,Survey Type,GPS track recorded,Bearing,Wind (km/h),Dominant Shrub,Dominant Understory,Start time,Time to first detection,First detection type,Fresh squirrel scat samples collected,Fresh jackrabbit scat samples collected,Comments/Notes,x,y
188,483a828f-93f9-49e4-89be-baa414eae21d,11/17/2025 1:05:59 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 1:05:59 AM,LILLIESCOFIELD@boisestate.edu_boisestate,96867,,3/18/2025 6:00:00 PM,Technician,Stefanie Buxel,,Day 1 Transect,YES,340,,,,12:08,12:19,,0,0,,0,0
189,3bd885c0-4db6-438b-8d8a-7b57cf3906be,11/17/2025 1:06:25 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 1:06:25 AM,LILLIESCOFIELD@boisestate.edu_boisestate,96867,,3/18/2025 6:00:00 PM,Technician,Stefanie Buxel,,Day 1 Random,,,,,,12:19,12:24,,0,0,,0,0
190,dfbcf17f-e596-4eea-8702-423a100073a5,11/17/2025 1:07:34 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 1:07:34 AM,LILLIESCOFIELD@boisestate.edu_boisestate,96880,,3/18/2025 6:00:00 PM,Technician,Stefanie Buxel,,Day 1 Transect,YES,0,,,,10:48,11:05,,0,0,,0,0
191,16d6499d-a191-4933-8e91-11d30869bbee,11/17/2025 1:07:58 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 1:07:58 AM,LILLIESCOFIELD@boisestate.edu_boisestate,96880,,3/18/2025 6:00:00 PM,Technician,Stefanie Buxel,,Day 1 Random,,,,,,11:05,11:10,,0,0,,0,0
192,3c49d978-90fa-461d-88c3-17c83040add0,11/17/2025 1:09:04 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 1:09:04 AM,LILLIESCOFIELD@boisestate.edu_boisestate,96893,,3/18/2025 6:00:00 PM,Technician,Stefanie Buxel,,Day 1 Transect,YES,0,,,,09:58,10:08,,0,0,,0,0
193,506f41e1-19a3-49e4-8ed1-912edcf30637,11/17/2025 1:09:32 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 1:09:32 AM,LILLIESCOFIELD@boisestate.edu_boisestate,96893,,3/18/2025 6:00:00 PM,Technician,Stefanie Buxel,,Day 1 Random,,,,,,10:08,10:13,,0,0,,0,0
194,0c49522d-b124-4802-8fa8-564514260875,11/17/2025 1:12:21 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 1:12:21 AM,LILLIESCOFIELD@boisestate.edu_boisestate,49950,,3/16/2025 6:00:00 PM,Technician,Stefanie Buxel,,Day 1 Transect,YES,270,,,,10:09,10:20,,0,0,Cows around the transect,0,0
195,c34ae788-394c-4ba6-83d3-da938dd46ae3,11/17/2025 1:12:57 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 1:12:57 AM,LILLIESCOFIELD@boisestate.edu_boisestate,49950,,3/16/2025 6:00:00 PM,Technician,Stefanie Buxel,,Day 1 Random,,,,,,10:20,10:25,,0,0,Cows around the transect,0,0
196,6c2983e1-7b2f-4060-87bf-9021a96b33ab,11/17/2025 1:15:09 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 1:15:09 AM,LILLIESCOFIELD@boisestate.edu_boisestate,POSE1,,3/16/2025 6:00:00 PM,Technician,Stefanie Buxel,,Day 1 Transect,YES,180,,,,12:00,12:10,,0,0,Redo from last week,0,0
197,29dddcb7-21f2-4b59-826f-cad478b1a076,11/17/2025 1:15:44 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 1:15:44 AM,LILLIESCOFIELD@boisestate.edu_boisestate,POSE1,,3/16/2025 6:00:00 PM,Technician,Stefanie Buxel,,Day 1 Random,,,,,,12:10,12:15,,0,0,Redo from last week,0,0
198,5f6454ca-61b3-41e7-845f-c4b51b31b83d,11/17/2025 1:18:51 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 1:18:51 AM,LILLIESCOFIELD@boisestate.edu_boisestate,89707,,3/12/2025 6:00:00 PM,Technician,Stefanie Buxel,,Day 1 Transect,YES,342,,,,09:49,10:03,,0,0,Pronghorn present around transect,0,0
199,a755cb9c-811f-4b7f-87bf-f6231d796b57,11/17/2025 1:19:35 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 1:19:35 AM,LILLIESCOFIELD@boisestate.edu_boisestate,89707,,3/12/2025 6:00:00 PM,Technician,Stefanie Buxel,,Day 1 Random,,,,,,10:03,10:08,,0,0,Pronghorn present around the transect,0,0
200,9aca217a-9863-4f44-809a-2604106c0d11,11/17/2025 1:20:53 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 1:20:53 AM,LILLIESCOFIELD@boisestate.edu_boisestate,89707,,3/12/2025 6:00:00 PM,Lead,Mariah Hoel,,Day 1 Random,,,5.7,,,10:03,10:08,,0,0,,0,0
201,5c40d79e-ed3b-44cc-83fc-dc852baa6c6a,11/17/2025 1:23:43 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 1:23:43 AM,LILLIESCOFIELD@boisestate.edu_boisestate,GS17H,,3/11/2025 6:00:00 PM,Lead,Mariah Hoel,,Day 1 Random,,,6.4,,,13:02,13:07,,0,0,,0,0
202,da790b76-4162-490c-8f52-8948de0e8f40,11/17/2025 1:26:37 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 1:26:37 AM,LILLIESCOFIELD@boisestate.edu_boisestate,89680,,3/12/2025 6:00:00 PM,Lead,Mariah Hoel,,Day 1 Random,,,6.4,,,11:46,11:51,,0,0,,0,0
203,42055134-e9b7-47e0-8cc1-ef4e6c64d712,11/17/2025 1:27:22 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 1:27:22 AM,LILLIESCOFIELD@boisestate.edu_boisestate,89693,,3/12/2025 6:00:00 PM,Lead,Mariah Hoel,,Day 1 Random,,,12.8,,,10:55,11:00,,0,0,,0,0
204,3fc8eaa2-ddd2-4ec7-850e-614e84467639,11/17/2025 1:29:25 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 1:29:25 AM,LILLIESCOFIELD@boisestate.edu_boisestate,89667,,3/12/2025 6:00:00 PM,Technician,Stefanie Buxel,,Day 1 Transect,YES,90,,,,12:29,12:40,,0,0,,0,0
205,cb30f144-6479-4251-8c8b-d787324e9275,11/17/2025 1:29:55 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 1:29:55 AM,LILLIESCOFIELD@boisestate.edu_boisestate,89667,,3/12/2025 6:00:00 PM,Technician,Stefanie Buxel,,Day 1 Random,,,,,,12:40,12:45,,0,0,,0,0
206,dc1920b4-abf0-428e-88ab-e2be3e8d7f7b,11/17/2025 1:33:07 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 1:33:07 AM,LILLIESCOFIELD@boisestate.edu_boisestate,89667,,3/12/2025 6:00:00 PM,Lead,Stefanie Buxel,,Day 1 Random,,,8.1,,,12:41,12:46,,0,0,,0,0
207,d0b5100d-c3c9-4545-8901-82d4e7af2eba,11/17/2025 1:43:17 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 1:43:17 AM,LILLIESCOFIELD@boisestate.edu_boisestate,121063,,3/23/2025 6:00:00 PM,Technician,Stefanie Buxel,,Day 1 Transect,YES,0,,,,11:18,11:27,,0,0,"Barbed fence near transect, but it's easy to push down",0,0
208,d72247ec-f9e7-43e3-8795-74b240b7559d,11/17/2025 1:44:45 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 1:44:45 AM,LILLIESCOFIELD@boisestate.edu_boisestate,121063,,3/23/2025 6:00:00 PM,Technician,Stefanie Buxel,,Day 1 Random,,,,,,11:27,11:32,,0,0,,0,0
209,c4c01226-cb31-40fc-8728-32b1c6137eb4,11/17/2025 1:45:59 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 1:45:59 AM,LILLIESCOFIELD@boisestate.edu_boisestate,121115,,3/23/2025 6:00:00 PM,Technician,Stefanie Buxel,,Day 1 Transect,YES,90,,,,13:38,13:43,,0,0,,0,0
210,ae55be82-5189-4d57-8500-c315c23e09cd,11/17/2025 1:46:35 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 1:46:35 AM,LILLIESCOFIELD@boisestate.edu_boisestate,121115,,3/23/2025 6:00:00 PM,Technician,Stefanie Buxel,,Day 1 Random,,,,,,13:46,13:51,,0,0,,0,0
211,c672bc63-3a6c-4c7d-801c-e5f89fd70f4b,11/17/2025 1:54:17 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 1:54:17 AM,LILLIESCOFIELD@boisestate.edu_boisestate,121076,,3/23/2025 6:00:00 PM,Technician,Stefanie Buxel,,Day 1 Transect,YES,80,,,,12:19,12:27,,0,0,"Barbed fence, but it can be rolled under",0,0
212,c1f4bd71-9718-4aee-83e8-012af127ff4b,11/17/2025 1:58:55 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 1:58:55 AM,LILLIESCOFIELD@boisestate.edu_boisestate,121076,,3/23/2025 6:00:00 PM,Technician,Stefanie Buxel,,Day 1 Random,,,,,,12:27,12:32,,0,0,,0,0
213,d15c84eb-f0d8-4d82-8597-8b48e9960739,11/17/2025 2:00:05 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 2:00:05 AM,LILLIESCOFIELD@boisestate.edu_boisestate,105320,,3/25/2025 6:00:00 PM,Technician,Dylan Hendry,,Day 1 Transect,YES,294,,,,14:21,14:29,,0,0,,0,0
214,58902661-d8b8-4638-8005-3b40a59cb8ba,11/17/2025 2:00:39 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 2:00:39 AM,LILLIESCOFIELD@boisestate.edu_boisestate,105320,,3/25/2025 6:00:00 PM,Technician,Dylan Hendry,,Day 1 Random,,,,,,14:29,14:34,,0,0,,0,0
215,323242ba-da1d-42e7-81aa-e2136fc524a8,11/17/2025 2:01:28 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 2:01:28 AM,LILLIESCOFIELD@boisestate.edu_boisestate,BAPR1,,3/25/2025 6:00:00 PM,Technician,Dylan Hendry,,Day 1 Transect,YES,180,,,,11:06,11:14,,0,0,,0,0
216,eb5636ba-7492-4bc9-89f4-e94c4a32fe0e,11/17/2025 2:04:48 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 2:04:48 AM,LILLIESCOFIELD@boisestate.edu_boisestate,BAPR1,,3/25/2025 6:00:00 PM,Technician,Dylan Hendry,,Day 1 Random,,,,,,11:14,11:19,,0,0,,0,0
217,58244425-5698-4283-8c5b-c54595bcb0de,11/17/2025 2:07:53 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 2:07:53 AM,LILLIESCOFIELD@boisestate.edu_boisestate,89720,,3/25/2025 6:00:00 PM,Technician,Dylan Hendry,,Day 1 Transect,YES,280,,,,10:01,10:11,,0,0,,0,0
218,ad7d1654-77de-4e17-8fca-03ca86b4fb9d,11/17/2025 2:12:35 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 2:12:35 AM,LILLIESCOFIELD@boisestate.edu_boisestate,89720,,3/25/2025 6:00:00 PM,Technician,Dylan Hendry,,Day 1 Random,,,,,,10:11,10:16,,0,0,,0,0
219,83c23ca8-3503-4d6a-8b91-47da44966854,11/17/2025 2:15:07 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 2:15:07 AM,LILLIESCOFIELD@boisestate.edu_boisestate,81241,,3/24/2025 6:00:00 PM,Technician,Stefanie Buxel,,Day 1 Transect,YES,310,,,,13:38,13:49,,0,0,,0,0
220,9dd25376-76dc-464a-843f-ba38e01f8273,11/17/2025 2:16:34 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 2:16:34 AM,LILLIESCOFIELD@boisestate.edu_boisestate,81241,,3/24/2025 6:00:00 PM,Technician,Stefanie Buxel,,Day 1 Random,,,,,,13:49,13:54,,0,0,,0,0
221,c236f234-1341-4317-83f8-f8056e25615d,11/17/2025 2:19:40 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 2:19:40 AM,LILLIESCOFIELD@boisestate.edu_boisestate,81254,,3/24/2025 6:00:00 PM,Technician,Stefanie Buxel,,Day 1 Transect,YES,170,,,,12:49,13:01,,0,0,"Good badger burrows, there's a potential to have more shrub coverage depending on bearing.",0,0
222,464e14a0-7ff1-4e86-8ce1-8eea206b7a26,11/17/2025 2:20:13 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 2:20:13 AM,LILLIESCOFIELD@boisestate.edu_boisestate,81254,,3/24/2025 6:00:00 PM,Technician,Stefanie Buxel,,Day 1 Random,,,,,,13:01,13:06,,0,0,,0,0
223,3f30d25c-508d-44ef-86c4-7d920a0c87f8,11/17/2025 2:23:40 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 2:23:40 AM,LILLIESCOFIELD@boisestate.edu_boisestate,81320,,3/24/2025 6:00:00 PM,Technician,Stefanie Buxel,,Day 1 Transect,YES,50,,,,11:32,11:43,,0,0,"Large vehicle tracks around the transect, transect moved 10 m due to intersecting tracks.",0,0
224,1515e6e4-ec53-4186-857f-13187a0e1dc6,11/17/2025 2:24:08 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 2:24:08 AM,LILLIESCOFIELD@boisestate.edu_boisestate,81320,,3/24/2025 6:00:00 PM,Technician,Stefanie Buxel,,Day 1 Random,,,,,,11:43,11:48,,0,0,,0,0
225,ca32fa3b-8830-441a-8c1d-7a7caa8e6abd,11/17/2025 2:25:48 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 2:25:48 AM,LILLIESCOFIELD@boisestate.edu_boisestate,58507,,3/24/2025 6:00:00 PM,Technician,Stefanie Buxel,,Day 1 Transect,YES,230,,,,10:20,10:30,,0,0,1 km hike to transect,0,0
226,7de84e47-0c04-424c-8b60-2bb5fba666b9,11/17/2025 2:26:20 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 2:26:20 AM,LILLIESCOFIELD@boisestate.edu_boisestate,58507,,3/24/2025 6:00:00 PM,Technician,Stefanie Buxel,,Day 1 Random,,,,,,10:30,10:35,,0,0,,0,0
227,09030554-2d3c-429f-8c91-2f11dd885608,11/17/2025 2:31:50 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 2:31:50 AM,LILLIESCOFIELD@boisestate.edu_boisestate,81228,,3/24/2025 6:00:00 PM,Technician,Stefanie Buxel,,Day 1 Transect,YES,30,,,,14:27,02:37,,0,0,,0,0
228,2fd30ad2-c38a-4359-8ce5-8621a192cb3d,11/17/2025 2:32:56 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 2:32:56 AM,LILLIESCOFIELD@boisestate.edu_boisestate,81228,,3/24/2025 6:00:00 PM,Technician,Stefanie Buxel,,Day 1 Random,,,,,,14:37,14:42,,0,0,,0,0
229,81e6bd26-6b4e-478a-8f35-19eb46e03665,11/17/2025 2:35:32 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 2:35:32 AM,LILLIESCOFIELD@boisestate.edu_boisestate,58507,,3/24/2025 6:00:00 PM,Lead,Mariah Hoel,,Day 1 Random,,,2.3,,,10:31,10:36,,0,0,,0,0
230,34350057-d7df-420b-878b-50c85f27921e,11/17/2025 2:38:57 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 2:38:57 AM,LILLIESCOFIELD@boisestate.edu_boisestate,121115,,3/23/2025 6:00:00 PM,Lead,Mariah Hoel,,Day 1 Random,,,5.3,,,13:48,13:53,,0,0,,0,0
231,8b17fcd6-033b-4e9b-8066-f5b0f7e1e349,11/17/2025 2:40:38 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 2:40:38 AM,LILLIESCOFIELD@boisestate.edu_boisestate,81254,,3/24/2025 6:00:00 PM,Lead,Mariah Hoel,,Day 1 Random,,,7.8,,,13:03,13:08,,0,0,,0,0
232,cfe7bccd-41d7-440c-8a7e-c2c80c47fd4f,11/17/2025 2:42:31 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 2:42:31 AM,LILLIESCOFIELD@boisestate.edu_boisestate,81320,,3/24/2025 6:00:00 PM,Lead,Mariah Hoel,,Day 1 Random,,,7,,,11:45,11:50,,0,0,Moved 10m north of GPS starting point,0,0
233,52d2d158-7c14-443a-80bd-eadc4b2a8eef,11/17/2025 2:44:35 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 2:44:35 AM,LILLIESCOFIELD@boisestate.edu_boisestate,81228,,3/24/2025 6:00:00 PM,Lead,Mariah Hoel,,Day 1 Random,,,10.6,,,14:38,14:43,,0,0,,0,0
234,f7114cf3-9c24-4dbb-805b-ea56f643e054,11/17/2025 2:47:25 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 2:47:25 AM,LILLIESCOFIELD@boisestate.edu_boisestate,81241,,3/24/2025 6:00:00 PM,Lead,Mariah Hoel,,Day 1 Random,,,12.8,,,13:50,13:55,,0,0,,0,0
235,47f00cf6-0e7b-489e-80ea-9a525f8f8062,11/17/2025 2:50:04 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 2:50:04 AM,LILLIESCOFIELD@boisestate.edu_boisestate,BAPR1,,3/25/2025 6:00:00 PM,Lead,Mariah Hoel,,Day 1 Random,,,10.2,,,11:14,11:19,,0,0,T-post at the starting point,0,0
236,f4daf4f2-8dc2-46a9-8bc0-f3253a13ceb8,11/17/2025 2:51:56 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 2:51:56 AM,LILLIESCOFIELD@boisestate.edu_boisestate,89720,,3/25/2025 6:00:00 PM,Lead,Mariah Hoel,,Day 1 Random,,,7.9,,,10:11,10:16,,0,0,,0,0
237,a6b9d10a-a6ab-447f-85fd-afb6dd9ce076,11/17/2025 2:52:54 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 2:52:54 AM,LILLIESCOFIELD@boisestate.edu_boisestate,BAPR2,,3/25/2025 6:00:00 PM,Lead,Mariah Hoel,,Day 1 Random,,,9.7,,,12:08,12:13,,0,0,T-post at the starting point,0,0
238,d8d193e9-b3a4-406c-8d29-336c518c3e7e,11/17/2025 2:54:37 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 2:54:37 AM,LILLIESCOFIELD@boisestate.edu_boisestate,105320,,3/25/2025 6:00:00 PM,Lead,Mariah Hoel,,Day 1 Random,,,13.1,,,14:29,14:34,,0,0,,0,0
239,231c269a-c05f-4411-8696-ea2b6c6e00b5,11/17/2025 2:56:07 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 2:56:07 AM,LILLIESCOFIELD@boisestate.edu_boisestate,GS14M,,3/20/2025 6:00:00 PM,Technician,Stefanie Buxel,,Day 1 Transect,YES,270,,,,11:10,11:19,,0,0,,0,0
240,417e4208-c199-4f55-883b-9bf183cf4274,11/17/2025 2:56:34 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 2:56:34 AM,LILLIESCOFIELD@boisestate.edu_boisestate,GS14M,,3/20/2025 6:00:00 PM,Technician,Stefanie Buxel,,Day 1 Random,,,,,,11:19,11:24,,0,0,,0,0
241,8c59bf33-a235-45fc-8448-6b14fec6a7f1,11/17/2025 3:53:10 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 3:53:10 AM,LILLIESCOFIELD@boisestate.edu_boisestate,105489,,3/20/2025 6:00:00 PM,Technician,Stefanie Buxel,,Day 1 Transect,YES,100,,,,12:02,12:10,,0,0,"Squirrels running across the road less than a mile from the site, with fresh burrows",0,0
242,4fbd58cf-dca2-49dd-8ca3-3bdf3ee1a13d,11/17/2025 3:54:06 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 3:54:06 AM,LILLIESCOFIELD@boisestate.edu_boisestate,105489,,3/20/2025 6:00:00 PM,Technician,Stefanie Buxel,,Day 1 Random,,,,,,12:10,12:16,Fresh scat,1,0,,0,0
243,d37a29c7-cb03-4345-82f9-6c755889d962,11/17/2025 3:55:25 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 11:12:10 PM,JENCRUZ@boisestate.edu_boisestate,GS14M,,3/20/2025 6:00:00 PM,Lead,Mariah Hoel,,Day 1 Random,,,31,,,11:19,11:24,,0,0,,0,0
244,0a0b983c-07c7-48f1-8b3e-218d1888ada8,11/17/2025 3:57:02 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 3:57:02 AM,LILLIESCOFIELD@boisestate.edu_boisestate,GS14M,,3/19/2025 6:00:00 PM,Lead,Mariah Hoel,,Day 1 Random,,,9.9,,,11:14,11:19,,0,0,"Come off of range road, not simplot.",0,0
245,c1524c01-5dce-4137-881e-346999caa4d8,11/17/2025 4:00:52 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 4:00:52 AM,LILLIESCOFIELD@boisestate.edu_boisestate,105489,,3/20/2025 6:00:00 PM,Lead,Mariah Hoel,,Day 1 Random,,,16.7,,,12:12,12:16,Fresh scat,1,0,,0,0
246,15aa708c-fcb2-4097-89f6-39c17ec27f17,11/17/2025 4:03:11 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 4:03:11 AM,LILLIESCOFIELD@boisestate.edu_boisestate,105489,,3/20/2025 6:00:00 PM,Technician,Stefanie Buxel,,Day 1 Transect,YES,100,,,,12:02,12:10,,0,0,Ground squirrels running across the road less then 1 mile away,0,0
247,119084e3-18de-4832-8ba6-2ec5495eaa74,11/17/2025 4:04:03 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 4:04:03 AM,LILLIESCOFIELD@boisestate.edu_boisestate,105489,,3/20/2025 6:00:00 PM,Technician,Stefanie Buxel,,Day 1 Random,,,,,,12:10,12:16,Fresh scat,1,0,,0,0
248,58a97380-4eb0-4f5a-8362-b08ade3b2387,11/17/2025 4:06:42 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 4:06:42 AM,LILLIESCOFIELD@boisestate.edu_boisestate,27137,,3/9/2025 6:00:00 PM,Technician,Stefanie Buxel,,Day 1 Transect,YES,212,,,,10:42,10:49,Auditory,0,0,4 raptors were above the transect,0,0
249,e5f62099-bdb1-4fb9-8a3c-96a46177f7ad,11/17/2025 4:07:55 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 4:07:55 AM,LILLIESCOFIELD@boisestate.edu_boisestate,18763,,3/9/2025 6:00:00 PM,Technician,Stefanie Buxel,,Day 1 Transect,YES,270,,,,09:27,10:00,,0,0,,0,0
250,18920ef2-626a-43ab-847b-1bbd5c85e135,11/17/2025 4:08:20 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 4:08:20 AM,LILLIESCOFIELD@boisestate.edu_boisestate,18763,,3/9/2025 6:00:00 PM,Technician,Stefanie Buxel,,Day 1 Random,,,,,,10:00,10:05,,0,0,,0,0
251,7774f35d-32c4-4452-827a-18ef645bb6c9,11/17/2025 4:10:38 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 4:10:38 AM,LILLIESCOFIELD@boisestate.edu_boisestate,18763,,3/9/2025 6:00:00 PM,Technician,Stefanie Buxel,,Day 1 Transect,YES,270,,,,10:01,10:06,,0,0,,0,0
252,84b8d12c-601e-4067-88e3-0d7867cef0be,11/17/2025 4:24:56 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 4:24:56 AM,LILLIESCOFIELD@boisestate.edu_boisestate,27150,,3/9/2025 6:00:00 PM,Technician,Stefanie Buxel,,Day 1 Transect,YES,302,,,,11:36,11:50,Auditory,0,0,,0,0
253,94c14edd-da72-4e42-836d-a8fbaf58ba8c,11/17/2025 4:25:46 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 4:25:46 AM,LILLIESCOFIELD@boisestate.edu_boisestate,27163,,3/9/2025 6:00:00 PM,Technician,Stefanie Buxel,,Day 1 Transect,YES,284,,,,12:34,12:40,Auditory,0,0,,0,0
254,2928d4c0-1c74-4633-8cf3-35d3584fe531,11/17/2025 4:27:11 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 4:27:11 AM,LILLIESCOFIELD@boisestate.edu_boisestate,34363,,3/10/2025 6:00:00 PM,Technician,Stefanie Buxel,,Day 1 Transect,YES,180,,,,10:03,10:07,Auditory,0,0,,0,0
255,2668e82d-9be5-4427-87e0-a3b443bf5d7f,11/17/2025 4:28:53 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 4:28:53 AM,LILLIESCOFIELD@boisestate.edu_boisestate,49963,,3/10/2025 6:00:00 PM,Lead,Mariah Hoel,,Day 1 Random,,,1.7,,,12:22,12:27,,0,0,Cows north of site,0,0
256,31a64941-ef8c-4b03-8834-aae8d18e4909,11/17/2025 4:30:24 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 4:30:24 AM,LILLIESCOFIELD@boisestate.edu_boisestate,42737,,3/10/2025 6:00:00 PM,Technician,Stefanie Buxel,,Day 1 Transect,YES,211,,,,14:12,14:23,Auditory,0,0,Burn site,0,0
257,8a42a084-5235-48f7-8383-747765cecfa8,11/17/2025 4:33:13 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 4:33:13 AM,LILLIESCOFIELD@boisestate.edu_boisestate,34350,,3/17/2025 6:00:00 PM,Technician,Stefanie Buxel,,Day 1 Transect,YES,0,,,,10:15,10:17,Auditory,0,0,New point from the original due to barbed wire fence,0,0
258,f818ff2e-d6cd-447c-8723-0a137466830b,11/17/2025 4:34:27 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 4:34:27 AM,LILLIESCOFIELD@boisestate.edu_boisestate,34376,,3/10/2025 6:00:00 PM,Technician,Stefanie Buxel,,Day 1 Transect,YES,320,,,,11:04,11:06,Auditory,0,0,,0,0
259,7400c939-302d-451a-8c02-0a30ad672f82,11/17/2025 4:35:15 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 4:35:15 AM,LILLIESCOFIELD@boisestate.edu_boisestate,49963,,3/10/2025 6:00:00 PM,Technician,Stefanie Buxel,,Day 1 Transect,YES,284,,,,12:07,12:22,,0,0,Cows near site,0,0
260,1ec51041-02fa-47b9-884b-2f683d2e232f,11/17/2025 4:36:17 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 4:36:17 AM,LILLIESCOFIELD@boisestate.edu_boisestate,49963,,3/10/2025 6:00:00 PM,Technician,Stefanie Buxel,,Day 1 Random,,,,,,12:22,12:27,,0,0,,0,0
261,f2c89660-18a4-48c6-8e29-f668c483c604,11/17/2025 4:39:11 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 4:39:11 AM,LILLIESCOFIELD@boisestate.edu_boisestate,128263,,3/20/2025 6:00:00 PM,Lead,Dylan Hendry,,Day 1 Random,,,12.7,,,12:08,12:13,,0,0,,0,0
262,2e0f0333-e3a4-48aa-8d22-902144cd62f4,11/17/2025 4:39:56 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 4:39:56 AM,LILLIESCOFIELD@boisestate.edu_boisestate,121037,,3/20/2025 6:00:00 PM,Lead,Dylan Hendry,,Day 1 Random,,,8.6,,,10:48,10:53,,0,0,,0,0
